DealNumber,ContractDate,InventoryType,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,ContractTerm,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
16339,2013-12-21,U,2T2BK1BA8AC054549,Lexus,RX 350,2010,30859.66,2564.22,855.55,1708.67,75.0,Goshen,IN,465269469,1J4BA3H19AL100242,2010.0,Jeep,Wrangler Unlimited,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16345,2013-12-23,U,5UXFF0C56ALJ99344,BMW,X5,2010,32000.0,3785.0,300.0,3485.0,24.0,Saint Joseph,MI,490859793,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16348,2013-12-26,U,5J6TF2H58CL008528,Honda,Crosstour,2012,24997.0,3961.91,0.0,3961.91,1.0,Goshen,IN,465268900,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16350,2013-12-26,N,2T2BK1BAXDC225144,Lexus,RX 350,2013,44200.0,-3174.78,0.0,-3174.78,1.0,Granger,IN,465304897,JTHBA30GX55059117,2005.0,Lexus,ES 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16354,2013-12-31,N,JTJBK1BA3E2039009,Lexus,RX 350,2014,47189.0,1361.0,408.0,953.0,36.0,South Bend,IN,466142407,2T2HA31U25C045081,2005.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16355,2013-12-31,N,JTJBK1BA2E2035940,Lexus,RX 350,2014,40767.0,-3662.0,0.0,-3662.0,1.0,Stevensville,MI,491278322,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16365,2013-12-28,U,1C4RJFCT6DC525677,Jeep,Grand Cherokee,2013,42995.0,6156.82,1406.43,4750.39,60.0,Mishawaka,IN,465446701,1J8HG58P37C527822,2007.0,Jeep,Commander,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16366,2013-12-30,N,JTHCL5EF6E5020339,Lexus,LS 460,2014,78500.0,219.0,0.0,219.0,1.0,South Bend,IN,466286151,JTHBL46F385065392,2008.0,Lexus,LS 460,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16367,2013-12-30,U,JTDKN3DU3A0038445,Toyota,Prius,2010,12500.0,2886.97,0.0,2886.97,1.0,Niles,MI,491209087,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16369,2013-12-28,N,JTHBK1GG3E2091450,Lexus,ES 350,2014,42000.0,-54.37,182.63,-237.0,36.0,Mishawaka,IN,465458922,WAULC68E44A107962,2004.0,Audi,A4,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16370,2013-12-28,N,JTHBK1GGXD2083408,Lexus,ES 350,2013,44112.0,-2016.0,0.0,-2016.0,1.0,Shipshewana,IN,465659695,1G4HD57277U135504,2007.0,Buick,Lucerne,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16372,2014-01-02,N,JTJBC1BA5E2069593,Lexus,RX 450h,2014,57276.0,1408.32,868.32,540.0,36.0,Mishawaka,IN,465456447,JTJBC1BA7B2037515,2011.0,Lexus,RX 450h,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16373,2013-12-30,N,JTHBK1GG0D2079951,Lexus,ES 350,2013,40500.0,-1528.0,0.0,-1528.0,1.0,Elkhart,IN,465144961,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16376,2013-12-30,U,JTJBK1BA8A2412314,Lexus,RX 350,2010,29495.0,2401.04,801.25,1599.79,60.0,Granger,IN,465308117,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16377,2013-12-30,U,JTHBN36F555008398,Lexus,LS 430,2005,17000.0,2039.77,0.0,2039.77,1.0,Columbia City,IN,467252227,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16378,2013-12-31,N,2T2BK1BA9EC240235,Lexus,RX 350,2014,48650.0,924.97,304.97,620.0,60.0,Bristol,IN,465078970,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16379,2013-12-30,U,2T2BK1BA8AC036388,Lexus,RX 350,2010,29595.0,1883.95,377.76,1506.19,60.0,South Bend,IN,466195547,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16382,2013-12-31,N,JTHKD5BH8D2166269,Lexus,CT 200h,2013,34924.0,-1049.0,200.0,-1249.0,36.0,Niles,MI,491201309,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16383,2013-12-30,U,2T2GA31U25C035856,Lexus,RX 330,2005,12000.0,4110.5,435.45,3675.05,48.0,Portage,MI,490247871,1G4CW54K354103204,2005.0,Buick,Park Avenue,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16384,2013-12-31,U,2T2BK1BA2DC174349,Lexus,RX 350,2013,43995.0,3647.96,250.0,3397.96,60.0,Jones,MI,490619760,2T2BK1BA2CC144542,2012.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16386,2013-12-30,N,JTJBC1BA0D2066647,Lexus,RX 450h,2013,50500.0,-2881.09,1359.91,-4241.0,60.0,Elkhart,IN,465168977,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16388,2013-12-31,N,JTHBK1GG8E2098541,Lexus,ES 350,2014,43882.0,1866.07,680.07,1186.0,36.0,Granger,IN,465308768,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16394,2013-12-31,N,JTHBK1GG4E2090307,Lexus,ES 350,2014,44400.0,637.0,0.0,637.0,1.0,Silver Lake,IN,469829075,JTHBJ46G272016022,2007.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
1640,2006-12-04,N,JTHCK262972011619,Lexus,IS 250,2007,42451.0,5441.68,2464.88,3338.0,72.0,South Bend,IN,466281952,1HGFA16596L115396,2006.0,Honda,Civic,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16406,2013-12-30,U,4S4BP61C197325210,Subaru,Outback,2009,12000.0,2884.81,258.17,2626.64,60.0,Wolcottville,IN,467959519,1J8HG58N16C106341,2006.0,Jeep,Commander,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16408,2013-12-31,N,JTHDL5EF3E5006340,Lexus,LS 460,2014,88385.0,2614.0,205.0,2409.0,1.0,Granger,IN,465308906,JTHCL5EF3C5014351,2012.0,Lexus,LS 460,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16411,2013-12-30,U,JTHBA30GX55059117,Lexus,ES 330,2005,12000.0,3501.39,0.0,3501.39,1.0,South Bend,IN,466283751,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16416,2014-01-07,U,1C3CCBBB4DN525543,Chrysler,200,2013,17483.0,3381.44,471.39,2910.05,60.0,South Bend,IN,466149152,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16421,2014-01-30,N,JTHCE1BL3E5021638,Lexus,GS 350,2014,55043.88,2066.84,1419.96,646.88,36.0,Mishawaka,IN,46544,2T2BK1BA5BC100839,2011.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16422,2014-01-11,U,JTHBJ46G682268633,Lexus,ES 350,2008,20250.0,2601.0,150.0,2451.0,60.0,Granger,IN,465304861,1G6KD54Y7XU770339,1999.0,Cadillac,DeVille,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16423,2014-01-16,U,JTHCE96S170010086,Lexus,GS 350,2007,17263.0,1448.0,0.0,1448.0,1.0,Bettendorf,IA,527224656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16429,2014-01-31,N,JTJBK1BA5E2037309,Lexus,RX 350,2014,52569.0,-1396.0,100.0,-1496.0,36.0,Vandalia,MI,490958739,JTJHA31U150095515,2005.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16430,2014-01-17,N,2T2BK1BA4EC238179,Lexus,RX 350,2014,49859.11,1753.54,888.43,865.11,48.0,Granger,IN,465309629,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16432,2014-01-11,U,JTHCL5EF3C5014351,Lexus,LS 460,2012,56500.0,6749.1,0.0,6749.1,1.0,Fort Wayne,IN,468459746,JTHBN30F030101977,2003.0,Lexus,LS 430,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16433,2014-01-11,U,JTJBT20XX50069095,Lexus,GX 470,2005,16995.0,3485.41,0.0,3485.41,1.0,Granger,IN,465309373,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16434,2014-01-13,U,JTEBU17R970123695,Toyota,4Runner,2007,19995.0,6271.57,2077.18,4194.39,60.0,Lapaz,IN,46537,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16436,2014-01-25,N,JTJBK1BA7E2040177,Lexus,RX 350,2014,50330.0,1029.3,820.3,209.0,75.0,Mishawaka,IN,465456223,1G3CX52K8S4317945,1995.0,Oldsmobile,Ninety-Eight,Not Applicable,Not Applicable,Not Applicable,Not Applicable
1644,2006-12-04,N,JTHCK262672011450,Lexus,IS 250,2007,37500.0,2127.65,-211.35,2339.0,36.0,Goshen,IN,465287798,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16441,2014-01-15,U,1FMJU2A5XCEF45219,Ford,Expedition,2012,37000.0,5276.95,1986.95,3290.0,72.0,Granger,IN,465304278,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16446,2014-01-23,U,JTHBJ46G272016022,Lexus,ES 350,2007,16995.0,3225.46,630.38,2595.08,60.0,South Bend,IN,466011537,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16449,2014-02-10,N,2T2BK1BA0EC242651,Lexus,RX 350,2014,47238.64,783.64,200.0,583.64,36.0,Saint Joseph,MI,490858663,JTHBK1EG5B2461618,2011.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16457,2014-01-16,U,2T2BK1BA1DC173340,Lexus,RX 350,2013,42995.0,3765.95,1394.95,2371.0,48.0,Mishawaka,IN,465445373,JTMZD32V475072337,2007.0,Toyota,RAV4,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16459,2014-01-17,N,2T2BK1BA9EC236850,Lexus,RX 350,2014,49389.0,856.53,206.53,650.0,60.0,Middlebury,IN,465409573,2LMDJ6JK2BBJ12852,2011.0,LINCOLN,MKX,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16462,2014-01-16,U,1FAFP42XX2F168113,Ford,Mustang,2002,21495.0,5657.05,0.0,5657.05,1.0,Nappanee,IN,465501194,1G2ZH35N774188786,2007.0,Pontiac,G6,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16465,2014-01-30,U,JTHFE2C25A2504360,Lexus,IS 350C,2010,33500.0,3202.86,0.0,3202.86,1.0,Elkhart,IN,465143722,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16466,2014-01-18,U,2T2HK31U67C021155,Lexus,RX 350,2007,14250.0,2098.05,0.0,2098.05,1.0,South Bend,IN,466151827,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16467,2014-01-24,N,JTJBC1BA4D2066988,Lexus,RX 450h,2013,53058.0,-2732.0,0.0,-2732.0,1.0,Granger,IN,465309743,JTDKB20U677615798,2007.0,Toyota,Prius,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16470,2014-01-24,N,JTJBM7FX3D5063917,Lexus,GX 460,2013,53130.61,-3777.39,0.0,-3777.39,1.0,Bridgman,MI,491069351,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16472,2014-01-21,U,1G4CW54K354103204,Buick,Park Avenue,2005,8000.0,3204.52,0.0,3204.52,1.0,Lakeville,IN,465369611,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16473,2014-01-29,N,2T2BK1BA4EC242698,Lexus,RX 350,2014,48920.0,1414.29,179.29,1235.0,36.0,Mishawaka,IN,465446708,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
1648,2006-12-06,N,2T2HK31U17C040759,Lexus,RX 350,2007,43569.0,4144.63,1423.63,3021.0,48.0,Benton Harbor,MI,490226352,WBAVB13576KX43665,2006.0,BMW,325i,1GKDT13W0SK544640,1995.0,GMC,Jimmy
16481,2014-01-31,N,JTHBK1GG0E2088974,Lexus,ES 350,2014,44382.0,992.2,500.2,492.0,48.0,Laporte,IN,46350,JTHBK1EG8C2476244,2012.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16482,2014-01-22,U,2T2BK1BA0BC108962,Lexus,RX 350,2011,34995.0,3586.11,250.0,3336.11,60.0,La Porte,IN,463507241,2T2BK1BAXAC023688,2010.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16484,2014-01-24,N,JTJBM7FXXE5070428,Lexus,GX 460,2014,55000.0,4062.91,1375.91,2687.0,60.0,Mishawaka,IN,465453169,5UXFA13584LU25134,2004.0,BMW,X5,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16486,2014-01-23,U,5TDDK3DC2BS013771,Toyota,Sienna,2011,27500.0,3184.7,0.0,3184.7,1.0,Saint Joseph,MI,490858721,5TDKK3DC8BS126194,2011.0,Toyota,Sienna,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16490,2014-01-30,N,JTHBW1GG1D2035820,Lexus,ES 300h,2013,39769.0,-2098.0,0.0,-2098.0,1.0,Union,MI,491309796,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16505,2014-01-31,U,2T2BK1BA0BC114891,Lexus,RX 350,2011,34995.0,2866.54,200.0,2666.54,60.0,Mishawaka,IN,465456932,2HKYF18536H541207,2006.0,Honda,Pilot,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16506,2014-01-31,U,JTHBF30G620028408,Lexus,ES 300,2002,6995.0,3559.67,0.0,3559.67,1.0,South Bend,IN,466173306,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16513,2014-02-03,N,JTJBK1BA8E2040740,Lexus,RX 350,2014,51074.0,1002.08,268.58,733.5,60.0,Elkhart,IN,465146905,JTHBK1GG6D2039244,2013.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16517,2014-03-21,N,JTJBK1BA8E2461213,Lexus,RX 350,2014,51045.0,687.46,400.46,287.0,48.0,Saint Joseph,MI,490852952,2T2BK1BA0BC098871,2011.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16518,2014-03-04,N,JTHBK1GG0E2113338,Lexus,ES 350,2014,40697.0,2552.35,1668.35,884.0,48.0,Michigan City,IN,463606205,JTHBK1GG8D2000283,2013.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16519,2014-02-03,U,JTHCF5C2XC5059309,Lexus,IS 250,2012,31495.0,2466.71,150.0,2316.71,60.0,South Bend,IN,466289022,JTHCK262785018598,2008.0,Lexus,IS 250,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16521,2014-02-03,U,2T2HK31U38C094615,Lexus,RX 350,2008,22995.0,3100.74,150.0,2950.74,60.0,South Bend,IN,466351395,4T3BE11A69U002920,2009.0,Toyota,Venza,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16526,2014-03-18,N,2T2BK1BA3EC248394,Lexus,RX 350,2014,50674.05,304.05,200.0,104.05,36.0,Notre Dame,IN,46556,2T2BK1BA4DC171792,2013.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16534,2014-02-10,N,JTHBK1GG7D2083740,Lexus,ES 350,2013,37980.0,-1812.0,0.0,-1812.0,1.0,Granger,IN,465308389,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16535,2014-03-07,N,JTJBC1BAXE2068763,Lexus,RX 450h,2014,57450.0,-1291.86,0.0,-864.0,36.0,La Porte,IN,463503461,JTJBC1BA9C2434466,2012.0,Lexus,RX 450h,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16536,2014-02-21,N,2T2BK1BA3EC228274,Lexus,RX 350,2014,47054.0,861.32,377.86,483.46,48.0,Goshen,IN,465266814,2T2BK1BA8CC128765,2012.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16538,2014-02-05,U,WAULC68E44A107962,Audi,A4,2004,6500.0,2311.36,0.0,2311.36,1.0,Elkhart,IN,465171221,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16541,2014-02-06,U,2T2BK1BAXAC029166,Lexus,RX 350,2010,30775.0,883.87,0.0,883.87,1.0,Stevensville,MI,491279547,JTJHF10U820251410,2002.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16544,2014-02-07,U,JTEES42A892119666,Toyota,Highlander,2009,23980.0,4339.38,1290.38,3049.0,60.0,Elkhart,IN,465173436,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16545,2014-02-14,N,JTJBK1BA0E2037444,Lexus,RX 350,2014,46603.72,642.72,200.0,442.72,36.0,South Bend,IN,466289135,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16547,2014-02-08,U,JTHBK1EG3B2448561,Lexus,ES 350,2011,26995.0,4063.61,573.12,3490.49,72.0,Mishawaka,IN,465456314,1FMEU74E56UA99016,2006.0,Ford,Explorer,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16557,2014-02-12,N,JTHCE1BL0E5022309,Lexus,GS 350,2014,61395.0,2743.0,0.0,2743.0,1.0,South Bend,IN,466173413,WAUEH24BXYN009872,2000.0,Audi,A6,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16558,2014-02-10,U,2T2BK1BA5BC100839,Lexus,RX 350,2011,33821.0,4597.93,0.0,4597.93,1.0,Berrien Sprgs,MI,491039531,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16564,2014-02-13,U,JTHBB1BAXA2021179,Lexus,HS 250h,2010,22644.0,2994.43,459.2,2535.23,60.0,Missouri City,TX,774593198,2B3KA53H76H295835,2006.0,Dodge,Charger,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16565,2014-02-20,U,2T2HK31U67C022936,Lexus,RX 350,2007,20995.0,3429.36,0.0,3429.36,60.0,South Bend,IN,466281844,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16566,2014-02-13,N,2T2BK1BA9EC245421,Lexus,RX 350,2014,50120.0,743.0,0.0,743.0,1.0,Buchanan,MI,491078316,WBANB33574B114061,2004.0,BMW,545i,Not Applicable,Not Applicable,Not Applicable,Not Applicable
1657,2006-12-06,U,1HGCG5652WA086652,Honda,Accord,1998,7200.0,2153.75,-591.25,2745.0,1.0,Elkhart,IN,465145988,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16573,2014-02-12,U,1J4BA3H19AL100242,Jeep,Wrangler Unlimited,2010,23995.0,2607.6,0.0,2607.6,1.0,Osceola,IN,465619509,4T3ZE11A29U009488,2009.0,Toyota,Venza,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16574,2014-02-19,U,1GNFK130X8J179022,Chevrolet,Tahoe,2008,24995.0,2585.11,400.0,2185.11,60.0,South Bend,IN,466193317,3GNEC13T93G301964,2003.0,Chevrolet,Avalanche 1500,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16579,2014-02-13,U,JTHBK1GG1D2012193,Lexus,ES 350,2013,37295.0,3613.05,0.0,3613.05,1.0,Laporte,IN,463507994,3GTP2VE35BG239924,2011.0,GMC,Sierra 1500,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16584,2014-02-14,U,2T2HA31U25C045081,Lexus,RX 330,2005,12995.0,3009.79,0.0,3009.79,1.0,Wahiawa,HI,967864803,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16588,2014-02-20,N,JTHCF1D20E5009738,Lexus,IS 250,2014,45687.94,2291.03,736.09,1554.94,24.0,Elkhart,IN,465143720,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16589,2014-02-14,U,JTHCF5C26C5057606,Lexus,IS 250,2012,30995.0,4525.94,1257.21,3268.73,72.0,Osceola,IN,465618923,4T4BF3EK5BR199725,2011.0,Toyota,Camry,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16592,2014-02-28,N,JTHFF2C27E2530221,Lexus,IS 250C,2014,48665.0,1966.0,0.0,1966.0,1.0,Trail Creek,IN,463606529,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16595,2014-02-17,U,JTHCE96S870002874,Lexus,GS 350,2007,16883.0,1383.0,0.0,1383.0,1.0,Mishawaka,IN,465457204,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16602,2014-02-17,U,5UXFA13584LU25134,BMW,X5,2004,10100.0,2623.69,0.0,2623.69,1.0,Goshen,IN,465264528,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16603,2014-02-19,U,2T2BK1BA8BC104576,Lexus,RX 350,2011,34995.0,4644.01,0.0,4644.01,1.0,Saint Joseph,MI,490851933,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16608,2014-02-17,U,1GKEK13V01J200616,GMC,Yukon,2001,3599.07,1636.12,0.0,1636.12,1.0,South Bend,IN,466171709,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16611,2014-02-21,N,2T2BK1BA6EC244291,Lexus,RX 350,2014,49965.0,1933.58,538.58,1395.0,36.0,South Bend,IN,466289493,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16620,2014-02-20,N,2T2BK1BA4EC244855,Lexus,RX 350,2014,46919.0,80.0,200.0,-120.0,36.0,South Bend,IN,466289135,4JGBB86E56A085100,2006.0,Mercedes-Benz,ML350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16622,2014-02-19,U,JTHCE1KSXB0029882,Lexus,GS 350,2011,29986.0,1957.0,0.0,1957.0,1.0,Granger,IN,465304931,WAUDH74FX6N108331,2006.0,Audi,A6,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16629,2014-02-21,U,JTHCK262785018598,Lexus,IS 250,2008,16123.0,2398.95,1488.35,910.6,60.0,South Bend,IN,466373523,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
1663,2006-12-07,N,JTHBJ46G272071540,Lexus,ES 350,2007,40452.0,3593.15,-473.85,4067.0,1.0,Mishawaka,IN,465442676,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16631,2014-02-21,U,JTHBN30F030101977,Lexus,LS 430,2003,8000.0,1502.05,0.0,1502.05,1.0,South Bend,IN,466281850,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16633,2014-02-22,N,2T2BK1BA5EC245772,Lexus,RX 350,2014,50414.0,765.0,0.0,765.0,1.0,Elkhart,IN,465144960,JTJHF10U020289021,2002.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16639,2014-03-19,N,JTHBK1GG3E2117500,Lexus,ES 350,2014,40277.0,-147.0,200.0,-347.0,48.0,Mishawaka,IN,465456335,JTHBK1EG2C2501154,2012.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16643,2014-02-24,U,JTJBC1BA7B2037515,Lexus,RX 450h,2011,39995.0,3828.98,0.0,3828.98,1.0,Mishawaka,IN,465453591,WP0AB2960LS451407,1990.0,Porsche,911,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16645,2014-02-24,U,JTHBK1EG8C2476244,Lexus,ES 350,2012,30500.0,2509.6,0.0,2509.6,1.0,Granger,IN,465309061,JTJHF10U620265192,2002.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16655,2014-02-28,N,2T2BK1BA5EC245478,Lexus,RX 350,2014,52649.0,586.0,0.0,586.0,1.0,Auburn,IN,467069566,2T2HA31U26C095013,2006.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16656,2014-03-03,U,JTHCH96S760013452,Lexus,GS 300,2006,14900.0,1975.6,804.6,1171.0,60.0,South Bend,IN,466374304,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16657,2014-02-28,U,JTHCL5EF3A5007607,Lexus,LS 460,2010,38995.0,6144.86,0.0,6144.86,1.0,South Bend,IN,466142544,JTHBL46F485065210,2008.0,Lexus,LS 460,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16658,2014-02-25,U,WAUDH74FX6N108331,Audi,A6,2006,14000.0,5228.93,656.45,4572.48,60.0,Mishawaka,IN,465442634,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
16661,2014-02-26,U,JTJHA31U150095515,Lexus,RX 330,2005,11000.0,2631.64,94.68,2536.96,36.0,Mishawaka,IN,465458443,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
