DealNumber,ContractDate,InventoryType,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,ContractTerm,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
6744,2005-08-18,U,1HGCM72603A011110,Honda,Accord,2003,13700.0,32.84,32.84,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6745,2005-08-18,N,JTJBT20X050092630,Lexus,GX 470,2005,46416.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6746,2005-08-18,N,JTHBN36F155027434,Lexus,LS 430,2005,52305.0,0.0,0.0,0.0,1.0,Ann Arbor,MI,481031811,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6747,2005-08-18,N,JTJHW31U060018041,Lexus,RX 400h,2006,45706.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6749,2005-08-18,N,2T2HA31U65C084014,Lexus,RX 330,2005,39888.0,0.0,0.0,0.0,1.0,Chicago,IL,606424133,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6750,2009-01-27,U,JTHBJ46G382161572,Lexus,ES 350,2008,31500.0,2352.11,-617.37,2969.48,1.0,Naples,FL,341131699,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6752,2005-08-18,N,2T2HA31U24C036623,Lexus,RX 330,2004,35000.0,4245.0,4245.0,0.0,1.0,Mishawaka,IN,46545,JTJHF10U310184455,2001.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6754,2005-08-19,N,JTJHW31U360009771,Lexus,RX 400h,2006,50514.0,5181.05,249.05,4932.0,1.0,Niles,MI,491206038,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6756,2005-08-20,N,JTHBA30G855137247,Lexus,ES 330,2005,34451.0,2702.89,489.89,2213.0,36.0,Elkhart,IN,465179484,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6757,2005-08-31,N,JTJHW31U460020391,Lexus,RX 400h,2006,50863.0,6119.05,249.05,5870.0,1.0,Elkhart,IN,465143052,1J4GZ78Y8TC311213,1996.0,Jeep,Grand Cherokee,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6758,2009-01-31,N,2T2HK31U39C126920,Lexus,RX 350,2009,38565.0,2693.8,300.0,2635.0,60.0,Mishawaka,IN,465449521,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6761,2009-01-31,N,2T2HK31U29C124124,Lexus,RX 350,2009,37000.0,1521.17,651.17,1070.0,60.0,Baroda,MI,491019704,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6764,2005-08-23,N,JTJBT20X350093898,Lexus,GX 470,2005,53071.0,6590.3,1266.3,5324.0,60.0,Elkhart,IN,465173516,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6765,2005-08-24,N,JTHBN36F265029596,Lexus,LS 430,2006,57200.0,5505.0,5505.0,0.0,1.0,South Bend,IN,466011170,1FMDU34E8VZC18196,1997.0,Ford,Explorer,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6766,2005-08-25,N,JTJHW31U960019883,Lexus,RX 400h,2006,50863.0,5781.0,5781.0,0.0,1.0,Granger,IN,465308416,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6768,2005-08-25,N,JTHCH96S460009293,Lexus,GS 300,2006,44397.0,0.0,0.0,0.0,1.0,Dublin,OH,430171433,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6769,2005-08-25,N,2T2HA31U95C083956,Lexus,RX 330,2005,37084.0,0.0,0.0,0.0,1.0,Fort Wayne,IN,468041160,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6770,2005-08-25,N,2T2HA31U65C084319,Lexus,RX 330,2005,40500.0,1105.0,1105.0,0.0,1.0,South Bend,IN,466141501,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6771,2005-08-26,N,JTJBT20X850095288,Lexus,GX 470,2005,41622.0,0.0,0.0,0.0,1.0,Lansing,MI,489115227,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6772,2005-08-26,N,JTHBN36F465029230,Lexus,LS 430,2006,61988.0,6974.05,249.05,6725.0,1.0,La Porte,IN,463502212,1LNHM82W71Y718618,2001.0,LINCOLN,Town Car,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6775,2005-08-27,U,JTHBN30F510051932,Lexus,LS 430,2001,31299.0,5113.22,612.9,4500.32,60.0,Goshen,IN,465265507,JT8BH28F1W0120578,1998.0,Lexus,LS 400,Not Applicable,Not Applicable,Not Applicable,Not Applicable
678,2006-07-24,U,4T1BF30K15U096372,Toyota,Camry,2005,22400.0,3363.49,-916.51,4280.0,1.0,South Bend,IN,466149132,4C3AU52N5XE076828,1999.0,Chrysler,Sebring,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6781,2005-08-27,N,JTHBA30G555139134,Lexus,ES 330,2005,32331.0,943.0,943.0,0.0,1.0,South Bend,IN,466376040,JTJBT20X750084170,2005.0,Lexus,GX 470,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6782,2005-08-29,N,2T2HA31U25C084933,Lexus,RX 330,2005,37084.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6783,2005-08-29,N,JTHBN36FX65029488,Lexus,LS 430,2006,64500.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6785,2005-08-29,U,1B3XA46K1PF648306,Dodge,Spirit,1993,50.0,0.0,0.0,0.0,1.0,South Bend,IN,466373401,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6789,2009-02-12,N,JTHBJ46GX92278440,Lexus,ES 350,2009,38625.0,3583.37,1852.37,1931.0,48.0,Elkhart,IN,46516,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6790,2005-08-29,U,JTHBA30G440023483,Lexus,ES 330,2004,28500.0,3323.47,3323.47,0.0,1.0,Granger,IN,465300539,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6791,2005-08-31,N,JTJHA31U550097686,Lexus,RX 330,2005,39700.0,2214.85,464.85,1750.0,60.0,Warsaw,IN,465825633,2B8GP54L21R275707,2001.0,Dodge,Grand Caravan,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6792,2005-08-29,N,JTHBA30G155138160,Lexus,ES 330,2005,33555.0,2167.0,2167.0,0.0,1.0,Buchanan,MI,491078253,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6793,2009-02-20,N,JTHBJ46G292294664,Lexus,ES 350,2009,36500.0,1760.05,399.05,1561.0,1.0,Niles,MI,491201273,JTHBA30G040001044,2004.0,Lexus,ES 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6796,2005-08-31,N,JTHCH96SX60010321,Lexus,GS 300,2006,50329.0,6355.0,6355.0,0.0,1.0,Harbor Spgs,MI,497400588,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6797,2005-08-30,U,1LNHM82W71Y718618,LINCOLN,Town Car,2001,11000.0,1000.0,1000.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6798,2005-08-30,N,JTHBA30G955133871,Lexus,ES 330,2005,32531.0,1143.0,1143.0,0.0,1.0,Granger,IN,465309060,4T1SK12E9RU861244,1994.0,Toyota,Camry,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6799,2005-08-30,U,1FMDU34E8VZC18196,Ford,Explorer,1997,3000.0,0.0,0.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6800,2005-08-30,U,YV1LS5522R2129111,Volvo,850,1994,500.0,0.0,0.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6802,2005-08-30,U,JTHBF30G120074731,Lexus,ES 300,2002,17500.0,1880.0,1880.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6803,2005-08-30,U,JTHBF30G320064136,Lexus,ES 300,2002,23500.0,2950.49,150.0,2800.49,36.0,Ponte Vedra,FL,320815051,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6804,2005-08-31,N,JTJBT20X550096124,Lexus,GX 470,2005,53296.0,2553.0,2553.0,0.0,1.0,Granger,IN,465308747,JT3HN87R1Y9038632,2000.0,Toyota,4Runner,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6805,2005-08-31,N,JTHBA30G055141762,Lexus,ES 330,2005,32476.0,1343.0,1343.0,0.0,1.0,Crown Point,IN,463078244,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6806,2005-08-31,N,JTHCH96S060009520,Lexus,GS 300,2006,50000.0,4445.0,4445.0,0.0,1.0,Elkhart,IN,465148886,1G6KE54Y72U257372,2002.0,Cadillac,DeVille,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6808,2005-08-31,N,2T2HA31U15C085393,Lexus,RX 330,2005,42443.0,3048.0,3048.0,0.0,1.0,Bridgman,MI,491069347,2C8GT64L73R192815,2003.0,Chrysler,Town & Country,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6809,2005-08-31,N,JTJBT20X750094620,Lexus,GX 470,2005,47664.0,20.0,20.0,0.0,1.0,Westmont,IL,605591228,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6810,2005-08-31,N,JTJHT00W864004553,Lexus,LX 470,2006,60354.0,0.0,0.0,0.0,1.0,Naperville,IL,605401000,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6811,2005-08-31,N,2T2HA31U75C084832,Lexus,RX 330,2005,39888.0,0.0,0.0,0.0,1.0,Chicago,IL,606424133,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6812,2005-08-31,N,JTHBA30G055141471,Lexus,ES 330,2005,37319.0,1475.32,167.32,1308.0,48.0,Long Beach,IN,463601690,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6813,2005-08-31,N,JTJBT20X250092760,Lexus,GX 470,2005,50856.0,4398.05,652.05,3746.0,60.0,Chatham,NJ,79282219,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6815,2005-09-01,N,JTHBA30G855136521,Lexus,ES 330,2005,33431.0,1521.8,1521.8,0.0,1.0,Syracuse,IN,465678408,1G3CX52K5S4310726,1995.0,Oldsmobile,Ninety-Eight,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6818,2005-09-02,U,2T1CF28P21C526002,Toyota,Camry Solara,2001,14500.0,1937.43,565.0,1372.43,1.0,Ypsilanti,MI,481975338,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6819,2005-09-02,N,JTJHA31U750098306,Lexus,RX 330,2005,39703.0,2048.0,2048.0,0.0,1.0,Bristol,IN,465078990,4T1BF28B4YU031597,2000.0,Toyota,Avalon,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6820,2005-09-03,N,2T2HA31U95C086081,Lexus,RX 330,2005,37839.0,1248.0,1248.0,0.0,1.0,Berrien Springs,MI,491039574,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6824,2005-09-05,N,2T2HA31UX5C086364,Lexus,RX 330,2005,38475.0,1884.0,1884.0,0.0,36.0,Granger,IN,465305111,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6825,2005-09-06,N,2T2HA31U75C085852,Lexus,RX 330,2005,37084.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6827,2005-09-06,U,2B8GP54L21R275707,Dodge,Grand Caravan,2001,7500.0,0.0,0.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6828,2005-09-06,U,1J4GZ78Y8TC311213,Jeep,Grand Cherokee,1996,4000.0,0.0,0.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6829,2005-09-06,U,JT3HN87R1Y9038632,Toyota,4Runner,2000,9500.0,0.0,0.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6830,2005-09-06,U,1G3CX52K5S4310726,Oldsmobile,Ninety-Eight,1995,4000.0,1000.0,1000.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6831,2005-09-06,U,4T1SK12E9RU861244,Toyota,Camry,1994,2000.0,0.0,0.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6832,2005-09-07,N,JTJHT00W564006468,Lexus,LX 470,2006,60354.0,0.0,0.0,0.0,1.0,Southfield,MI,480341807,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6833,2005-09-07,N,2T2HA31U25C083703,Lexus,RX 330,2005,39981.0,0.0,0.0,0.0,1.0,Fort Wayne,IN,468041160,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6835,2009-02-17,N,JTJBK1BA1A2400733,Lexus,RX 350,2010,45500.0,4578.53,739.88,4338.0,36.0,Bristol,IN,46507,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6836,2005-09-07,N,2T2HA31U84C036156,Lexus,RX 330,2004,35500.0,4924.53,565.0,4359.53,1.0,Elkhart,IN,465165881,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6843,2005-09-08,N,2T2HA31U76C087683,Lexus,RX 330,2006,45708.0,3254.26,3254.26,0.0,1.0,Sebring,FL,338727801,JTJHA31U340070033,2004.0,Lexus,RX 330,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6848,2005-09-09,N,JTHCH96S860010642,Lexus,GS 300,2006,44621.0,0.0,0.0,0.0,1.0,Chicago,IL,606424133,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6849,2005-09-10,N,2T2HA31U15C085717,Lexus,RX 330,2005,44000.0,4605.0,4605.0,0.0,1.0,Niles,MI,491202913,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6851,2005-09-12,U,JTHFN48Y420010206,Lexus,SC 430,2002,39700.0,-5471.83,-5471.83,0.0,1.0,Mishawaka,IN,465454067,SAJDA01P41GM12149,2001.0,Jaguar,S-TYPE,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6853,2005-09-16,U,5TDBT48A72S088081,Toyota,Sequoia,2002,27688.0,1750.23,665.0,1085.23,1.0,Frankfort,IN,460413146,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6854,2009-02-28,U,JTHCK262482019936,Lexus,IS 250,2008,32000.0,2271.66,453.51,2257.54,60.0,La Porte,IN,463506802,JTHBJ46GX72012929,2007.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6856,2005-09-13,N,JTHBA30G855124756,Lexus,ES 330,2005,32431.0,1043.0,1043.0,0.0,1.0,Granger,IN,465305844,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6857,2005-09-13,N,JTJBT20X450089990,Lexus,GX 470,2005,45877.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6858,2005-09-05,N,JTHBN36F555026951,Lexus,LS 430,2005,60354.0,6114.38,1117.38,4997.0,39.0,Ventura,CA,930037176,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6859,2005-09-13,U,20971,FERRARI,308GTB,1977,19000.0,2000.0,2000.0,0.0,1.0,Indianapolis,IN,462412811,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6860,2005-09-13,U,2G4WB52K7T1499206,Buick,Regal,1996,3500.0,500.0,500.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6861,2005-09-13,U,SAJDA01P41GM12149,Jaguar,S-TYPE,2001,12500.0,0.0,0.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6862,2005-09-13,U,JT8BH28F1W0120578,Lexus,LS 400,1998,8720.0,500.13,500.13,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6863,2005-09-13,N,2T2HA31U45C086635,Lexus,RX 330,2005,42000.0,2605.0,2605.0,0.0,1.0,South Bend,IN,466145869,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6864,2005-09-13,N,JTHCH96S360010158,Lexus,GS 300,2006,50000.0,6226.0,200.0,6026.0,36.0,Portage,MI,490029389,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6865,2005-09-17,U,JTJHF10UX20269908,Lexus,RX 300,2002,28900.0,4577.27,4577.27,0.0,1.0,Goshen,IN,465265564,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6867,2005-09-15,N,JTHBN36F965030289,Lexus,LS 430,2006,60000.0,4237.0,4237.0,0.0,1.0,Naples,FL,341204329,JTHBN30F220062890,2002.0,Lexus,LS 430,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6868,2005-09-16,N,2T2HA31U25C087413,Lexus,RX 330,2005,37084.0,0.0,0.0,0.0,1.0,Schaumburg,IL,601734452,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6869,2005-09-16,N,2T2HA31UX6C087631,Lexus,RX 330,2006,40421.0,0.0,0.0,0.0,1.0,Westmont,IL,605591228,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6870,2005-09-16,N,2T2HA31U25C087265,Lexus,RX 330,2005,37084.0,0.0,0.0,0.0,1.0,Grand Rapids,MI,495121617,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6871,2005-09-16,N,2T2HA31U65C086071,Lexus,RX 330,2005,41391.32,2130.12,226.8,1903.32,54.0,Bristol,IN,465078790,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6872,2005-09-17,N,JTHBN36F865029506,Lexus,LS 430,2006,68775.0,4021.0,4021.0,0.0,1.0,Fountain Hls,AZ,852689500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6873,2005-09-16,N,2T2HA31U75C087424,Lexus,RX 330,2005,37500.0,909.0,909.0,0.0,1.0,Granger,IN,465308399,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6874,2005-09-17,N,2T2HA31U56C088492,Lexus,RX 330,2006,42200.0,2279.0,2279.0,0.0,1.0,Warsaw,IN,465808240,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6875,2005-09-17,N,JTHBA30G365143975,Lexus,ES 330,2006,35850.0,3624.65,249.05,3375.6,1.0,Cassopolis,MI,490319705,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6876,2005-09-17,N,JTHBA30G055141518,Lexus,ES 330,2005,32218.87,830.87,830.87,0.0,1.0,Bridgman,MI,491068515,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6877,2005-09-19,N,JTJHW31U260021510,Lexus,RX 400h,2006,47083.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6879,2005-09-19,N,JTHCH96SX60010545,Lexus,GS 300,2006,44621.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6880,2005-09-19,N,JTHCH96S360010712,Lexus,GS 300,2006,50000.0,6066.0,6066.0,0.0,1.0,Granger,IN,465306523,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6881,2005-09-19,U,JTJHF10U620263846,Lexus,RX 300,2002,28885.0,2523.58,150.0,2373.58,24.0,Naples,FL,341103261,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6884,2005-09-20,N,JTHBN36F265031381,Lexus,LS 430,2006,56138.0,0.0,0.0,0.0,1.0,Schaumburg,IL,601734452,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6885,2005-09-27,N,JTJBT20X250080916,Lexus,GX 470,2005,47715.0,2491.27,249.05,2242.22,1.0,Evansville,IN,477113014,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6887,2005-09-21,U,JTHBN30FX20058165,Lexus,LS 430,2002,31000.0,-7132.36,-7132.36,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6888,2005-09-21,U,4T1BF28B4YU031597,Toyota,Avalon,2000,16629.0,5375.61,665.0,4710.61,1.0,South Bend,IN,466373555,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6889,2005-09-21,N,JTJHW31U660022238,Lexus,RX 400h,2006,50705.0,5307.0,5307.0,0.0,1.0,South Bend,IN,466145806,1G8ZK5575RZ155957,1994.0,Saturn,SL2,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6890,2005-09-21,U,JTJHT00W523521230,Lexus,LX 470,2002,33706.4,0.0,0.0,0.0,1.0,Goshen,IN,465267633,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6892,2005-09-22,N,JTHBN36F365031079,Lexus,LS 430,2006,60080.0,4424.0,4424.0,0.0,1.0,Goshen,IN,465289095,1G6KY54902U161597,2002.0,Cadillac,Seville,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6897,2005-09-23,N,JTJHT00W764004155,Lexus,LX 470,2006,68450.0,4038.0,4038.0,0.0,1.0,Elkhart,IN,465144668,JTJHT00W333531692,2003.0,Lexus,LX 470,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6898,2005-09-23,N,JTJHW31U660022451,Lexus,RX 400h,2006,50863.0,5965.0,5965.0,0.0,1.0,Union,MI,491309709,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6900,2005-09-24,N,2T2HA31U36C089446,Lexus,RX 330,2006,43050.0,3135.0,3135.0,0.0,1.0,Syracuse,IN,465679757,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6902,2005-09-26,N,JTHBN36F365032331,Lexus,LS 430,2006,56138.0,0.0,0.0,0.0,1.0,Indianapolis,IN,462801973,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6903,2005-09-26,U,6G2VX12G74L190604,Pontiac,GTO,2004,21000.0,0.0,0.0,0.0,1.0,South Bend,IN,466289656,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6904,2005-09-27,N,2T2HA31U36C088622,Lexus,RX 330,2006,41576.66,3807.71,224.05,3583.66,1.0,Valparaiso,IN,463837805,1J4GW58N12C183267,2002.0,Jeep,Grand Cherokee,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6905,2009-03-07,N,JTJHW31U882866286,Lexus,RX 400h,2008,42279.0,3478.85,300.0,3545.0,60.0,New Palestine,IN,461638744,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
6907,2009-03-09,N,2T2BK1BA2AC001149,Lexus,RX 350,2010,40833.61,2260.72,-220.89,2481.61,48.0,Granger,IN,465307475,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
